fawn	young
coiffeuse	organism
bailiff	official
bettong	mammal
bettong	vertebrate
bettong	chordate
bettong	animal
gorse	shrub
sprayer	laborer
sprayer	workman
sprayer	employee
alarmist	communicator
generator	generator
attache	specialist
attache	expert
forecaster	visionary
nymphomaniac	wrongdoer
scofflaw	principal
scofflaw	financier
scofflaw	capitalist
scofflaw	conservative
scofflaw	adult
eyas	adult
eyas	person
eyas	organism
bedstraw	herb
endive	herb
costermonger	businessperson
costermonger	capitalist
costermonger	conservative
costermonger	adult
costermonger	person
costermonger	organism
hamelia	plant
hamelia	actor
hamelia	performer
hamelia	entertainer
hamelia	person
hamelia	organism
tamarin	monkey
tamarin	primate
tamarin	placental
tamarin	mammal
tamarin	vertebrate
tamarin	chordate
caracal	cat
caracal	woman
caracal	female
difflugia	organism
clam	clam
clam	bivalve
clam	mollusk
alyssum	crucifer
alyssum	herb
alyssum	plant
alyssum	actor
alyssum	performer
alyssum	entertainer
peba	placental
peba	mammal
peba	vertebrate
peba	chordate
peba	animal
peba	organism
geomancer	intellectual
mapinguari	placental
mapinguari	mammal
mapinguari	vertebrate
mapinguari	chordate
mapinguari	animal
mapinguari	organism
bombycid	animal
bombycid	organism
salsilla	plant
salsilla	actor
salsilla	performer
salsilla	entertainer
salsilla	person
salsilla	organism
junco	oscine
junco	passerine
junco	bird
touch-typist	worker
touch-typist	person
touch-typist	organism
grub	grub
grub	larva
wattle	tree
humdinger	model
humdinger	assistant
lobster	lobster
lobster	crustacean
kola	tree
moonseed	plant
moonseed	actor
moonseed	performer
moonseed	entertainer
moonseed	person
moonseed	organism
confessor	priest
confessor	clergyman
wren	wren
wren	passerine
areca	palm
areca	tree
areca	plant
areca	actor
areca	performer
areca	entertainer
cannabis	cannabis
sporozoite	microorganism
gadoid	gadoid
headhunter	savage
headhunter	primitive
timekeeper	clerk
timekeeper	employee
coachwhip	person
coachwhip	organism
pluralist	clergyman
pluralist	leader
yacca	plant
yacca	actor
yacca	performer
yacca	entertainer
yacca	person
yacca	organism
freeloader	recipient
freeloader	acquirer
aperea	vertebrate
aperea	chordate
aperea	animal
aperea	organism
ace	ace
neighbor	neighbor
vinegarroon	animal
vinegarroon	organism
raver	dancer
widower	man
fisher	fisher
fisher	marten
canoeist	worker
lambkin	unfortunate
carabao	bovid
carabao	ruminant
carabao	ungulate
carabao	placental
carabao	mammal
carabao	vertebrate
carabao	chordate
carabao	animal
masquerader	participant
masquerader	associate
masquerader	subordinate
masquerader	assistant
masquerader	worker
fascista	conservative
fascista	adult
mutterer	communicator
mutterer	person
mutterer	organism
crocus	crocus
crabgrass	grass
crabgrass	herb
ambassadress	official
ambassadress	worker
ambassadress	person
ambassadress	organism
longbowman	expert
longbowman	person
longbowman	organism
cyclops	crustacean
cyclops	arthropod
cyclops	invertebrate
flagfish	vertebrate
flagfish	chordate
flagfish	animal
flagfish	organism
rust	rust
rust	fungus
hydromancer	person
hydromancer	organism
watcher	watcher
midwife	nurse
allocator	authority
allocator	expert
collie	dog
collie	chap
minniebush	person
minniebush	organism
nutcracker	oscine
nutcracker	passerine
nutcracker	bird
monilia	organism
whip	whip
whip	legislator
vizsla	pointer
vizsla	dog
vizsla	chap
vizsla	male
crofter	creator
puppy	puppy
Lady	Lady
passerby	traveler
exarch	priest
exarch	clergyman
exarch	leader
trumpetwood	person
trumpetwood	organism
trombonist	musician
gillie	attendant
gillie	assistant
perspirer	person
perspirer	organism
infanticide	killer
bullhead	fish
groom	groom
groom	newlywed
mimic	impersonator
mimic	deceiver
mimic	wrongdoer
dyer	dyer
concubine	employer
concubine	leader
bluejacket	bluejacket
autochthon	person
autochthon	organism
internist	specialist
internist	expert
centaury	subshrub
centaury	shrub
theropod	diapsid
theropod	reptile
germander	shrub
germander	plant
germander	actor
germander	performer
germander	entertainer
prince's-feather	person
prince's-feather	organism
tail	tail
smilo	plant
smilo	actor
smilo	performer
smilo	entertainer
smilo	person
smilo	organism
chewink	vertebrate
chewink	chordate
chewink	animal
chewink	organism
jaguarundi	woman
jaguarundi	female
jaguarundi	person
eubacteria	eubacteria
eubacteria	moneran
pro-lifer	advocate
pro-lifer	lawyer
pro-lifer	professional
pro-lifer	athlete
pro-lifer	contestant
ornithomimid	vertebrate
ornithomimid	chordate
ornithomimid	animal
ornithomimid	organism
homeopath	professional
homeopath	athlete
homeopath	contestant
salesperson	salesperson
floater	employee
stapelia	herb
stapelia	plant
stapelia	actor
stapelia	performer
stapelia	entertainer
stapelia	person
ranter	speaker
ranter	articulator
ranter	communicator
borrelia	microorganism
weatherman	specialist
weatherman	expert
dinosaur	dinosaur
dinosaur	archosaur
dinosaur	diapsid
langur	primate
langur	placental
langur	mammal
langur	vertebrate
langur	chordate
langur	animal
enterovirus	virus
enterovirus	microorganism
fescue	grass
fescue	herb
milord	Lord
milord	aristocrat
milord	leader
holdout	negotiator
holdout	communicator
golfer	golfer
jurist	expert
argonaut	adventurer
dramatist	writer
dramatist	literate
deutzia	shrub
deutzia	plant
deutzia	actor
deutzia	performer
deutzia	entertainer
melancholic	unfortunate
sender	sender
cetacean	cetacean
hamster	hamster
hamster	rodent
tiercel	adult
tiercel	person
tiercel	organism
soapberry	tree
soapberry	plant
soapberry	actor
soapberry	performer
soapberry	entertainer
soapberry	person
soapberry	organism
poodle	poodle
poodle	dog
poodle	chap
caterer	supplier
feathertop	herb
feathertop	plant
feathertop	actor
feathertop	performer
feathertop	entertainer
feathertop	person
polecat	polecat
polecat	carnivore
polecat	predator
rhea	ratite
rhea	bird
sheep-tick	organism
avaram	person
avaram	organism
tritheist	person
tritheist	organism
chaenactis	herb
chaenactis	plant
chaenactis	actor
chaenactis	performer
chaenactis	entertainer
chaenactis	person
chaenactis	organism
ruralist	person
ruralist	organism
nomad	nomad
nomad	wanderer
coyote	coyote
krill	crustacean
krill	arthropod
krill	invertebrate
shelver	worker
shelver	person
shelver	organism
patriarch	ancestor
upbraider	person
upbraider	organism
hotspur	adventurer
concessionaire	businessman
concessionaire	businessperson
concessionaire	capitalist
concessionaire	conservative
concessionaire	adult
sharksucker	vertebrate
sharksucker	chordate
sharksucker	animal
sharksucker	organism
reincarnation	embodiment
reincarnation	personification
signorina	woman
signorina	female
stater	resident
stater	inhabitant
broadbill	passerine
broadbill	bird
broadbill	vertebrate
broadbill	chordate
broadbill	animal
schoolgirl	schoolgirl
neglecter	person
neglecter	organism
foster-sister	person
foster-sister	organism
trapshooter	person
trapshooter	organism
strawworm	organism
dotard	adult
dotard	person
dotard	organism
algarroba	plant
algarroba	actor
algarroba	performer
algarroba	entertainer
algarroba	person
algarroba	organism
footman	servant
creature	creature
creature	slave
mender	mender
highbinder	adult
highbinder	person
highbinder	organism
lerot	animal
lerot	organism
cackler	female
cackler	person
cackler	organism
rosebud	girl
groundsman	employee
utilitarian	philosopher
utilitarian	scholar
utilitarian	intellectual
curmudgeon	oldster
oyabun	superior
oyabun	religious
oyabun	person
oyabun	organism
rheumatologist	specialist
rheumatologist	expert
grantee	grantee
grantee	recipient
grantee	acquirer
tagalong	follower
tagalong	traveler
brit	brit
surgeon	surgeon
papillon	dog
papillon	chap
papillon	male
blackberry-lily	person
blackberry-lily	organism
flickertail	placental
flickertail	mammal
flickertail	vertebrate
flickertail	chordate
flickertail	animal
buttercup	herb
epileptic	unfortunate
lacer	workman
lacer	employee
ally	ally
catfish	catfish
colleague	colleague
pickerel	fish
pickerel	vertebrate
pickerel	chordate
sucker	sucker
sucker	drinker
wasabi	herb
salamander	salamander
salamander	amphibian
cecropia	insect
cecropia	arthropod
cecropia	invertebrate
cecropia	animal
snowball	wildflower
snowball	wilding
cephalochordate	chordate
cephalochordate	animal
skipper	skipper
babassu	tree
babassu	plant
babassu	actor
babassu	performer
babassu	entertainer
babassu	person
babassu	organism
cunner	vertebrate
cunner	chordate
cunner	animal
cunner	organism
jacksmelt	vertebrate
jacksmelt	chordate
jacksmelt	animal
jacksmelt	organism
granadilla	vine
granadilla	plant
granadilla	actor
granadilla	performer
granadilla	entertainer
courser	hunter
hornist	performer
hornist	entertainer
hornist	person
hornist	organism
stepbrother	brother
stepbrother	kinsman
stepbrother	relative
bigeye	fish
bigeye	vertebrate
bigeye	chordate
bigeye	animal
dimwit	simpleton
odist	person
odist	organism
megapode	bird
megapode	vertebrate
megapode	chordate
megapode	animal
scribe	journalist
scribe	writer
scribe	literate
tailback	back
tailback	player
tailback	participant
tailback	associate
funambulist	person
funambulist	organism
inquirer	inquirer
inquirer	speaker
inquirer	articulator
peafowl	game
peafowl	animal
tragedienne	actor
tragedienne	performer
tragedienne	entertainer
tragedienne	person
tragedienne	organism
outfitter	garmentmaker
outfitter	needleworker
outfitter	maker
outfitter	creator
shaheed	victim
shaheed	unfortunate
zebu	bovine
zebu	bovid
zebu	ruminant
zebu	ungulate
zebu	placental
zebu	mammal
zebu	vertebrate
zebu	chordate
zebu	animal
proxy	proxy
weed	weed
streptobacillus	organism
megatherian	placental
megatherian	mammal
megatherian	vertebrate
megatherian	chordate
megatherian	animal
megatherian	organism
protist	microorganism
traitress	capitalist
traitress	conservative
traitress	adult
traitress	person
traitress	organism
marlberry	plant
marlberry	actor
marlberry	performer
marlberry	entertainer
marlberry	person
marlberry	organism
porpoise	whale
porpoise	cetacean
porpoise	placental
porpoise	mammal
sidewinder	viper
sidewinder	snake
alphavirus	microorganism
guan	bird
feeder	feeder
trichodesmium	microorganism
beaugregory	vertebrate
beaugregory	chordate
beaugregory	animal
beaugregory	organism
pledge	pledge
fuller	fuller
portraitist	worker
adenovirus	virus
adenovirus	microorganism
periwinkle	subshrub
periwinkle	shrub
amputator	person
amputator	organism
interviewee	respondent
interviewee	codefendant
interviewee	defendant
interviewee	litigant
interviewee	party
quaker	quaker
quaker	coward
audile	person
audile	organism
licensee	licensee
licensee	retailer
licensee	distributor
co-beneficiary	person
co-beneficiary	organism
interviewer	interviewer
interviewer	inquirer
interviewer	speaker
interviewer	articulator
old-timer	father
old-timer	parent
old-timer	genitor
old-timer	progenitor
old-timer	ancestor
old-timer	relative
tagasaste	shrub
tagasaste	plant
tagasaste	actor
tagasaste	performer
tagasaste	entertainer
tagasaste	person
tagasaste	organism
damselfish	fish
damselfish	vertebrate
damselfish	chordate
damselfish	animal
rauwolfia	shrub
rauwolfia	plant
rauwolfia	actor
rauwolfia	performer
rauwolfia	entertainer
graphologist	expert
graphologist	person
graphologist	organism
coondog	person
coondog	organism
cheesemonger	merchant
cheesemonger	businessperson
cheesemonger	capitalist
cheesemonger	conservative
cheesemonger	adult
cheesemonger	person
cheesemonger	organism
daphnia	crustacean
daphnia	arthropod
daphnia	invertebrate
pedestrian	pedestrian
quarryman	quarryman
blond	blond
ballerina	dancer
ragamuffin	child
ragamuffin	offspring
ragamuffin	relative
scrawler	person
scrawler	organism
dichondra	plant
dichondra	actor
dichondra	performer
dichondra	entertainer
snipefish	animal
snipefish	organism
hypochondriac	patient
hypochondriac	unfortunate
lunger	employee
lunger	worker
dagga	herb
dagga	plant
dagga	actor
dagga	performer
dagga	entertainer
oyster	oyster
oyster	bivalve
oyster	mollusk
jupati	person
jupati	organism
barberry	shrub
barberry	plant
barberry	actor
sabbatia	plant
sabbatia	actor
sabbatia	performer
sabbatia	entertainer
sabbatia	person
sabbatia	organism
protege	recipient
protege	acquirer
cattalo	vertebrate
cattalo	chordate
cattalo	animal
cattalo	organism
belle	belle
spirochete	eubacteria
spirochete	moneran
spirochete	microorganism
porcupinefish	vertebrate
porcupinefish	chordate
porcupinefish	animal
porcupinefish	organism
livestock	livestock
condor	condor
condor	vulture
larkspur	flower
larkspur	angiosperm
larkspur	spermatophyte
bookdealer	businessperson
bookdealer	capitalist
bookdealer	conservative
bookdealer	adult
bookdealer	person
bookdealer	organism
bluestem	grass
bluestem	herb
bluestem	plant
bluestem	actor
bluestem	performer
bluestem	entertainer
noctiluca	organism
niggard	owner
niggard	businessman
niggard	businessperson
niggard	capitalist
niggard	conservative
niggard	adult
ergot	fungus
actinopod	microorganism
komondor	dog
komondor	chap
komondor	male
starveling	unfortunate
starveling	person
starveling	organism
ordainer	leader
ordainer	person
ordainer	organism
enemy	enemy
enemy	adversary
weaver	weaver
shipworm	invertebrate
shipworm	animal
praetor	judge
praetor	official
leopardess	animal
leopardess	organism
bluebottle	insect
bluebottle	arthropod
bluebottle	invertebrate
bluebottle	animal
jerboa	placental
jerboa	mammal
jerboa	vertebrate
jerboa	chordate
jerboa	animal
suffragan	priest
suffragan	clergyman
suffragan	leader
baritone	singer
baritone	musician
strafer	sailor
strafer	worker
strafer	person
strafer	organism
urchin	child
urchin	offspring
monstera	plant
monstera	actor
monstera	performer
monstera	entertainer
seconder	advocate
seconder	lawyer
seconder	professional
seconder	athlete
seconder	contestant
pickup	pickup
pickup	acquaintance
tailorbird	performer
tailorbird	entertainer
tailorbird	person
tailorbird	organism
itinerant	itinerant
itinerant	laborer
itinerant	workman
nonperson	person
nonperson	organism
mildew	fungus
archduke	prince
archduke	aristocrat
archduke	leader
quintipara	person
quintipara	organism
walloper	employee
walloper	worker
walloper	person
walloper	organism
caecilian	vertebrate
caecilian	chordate
caecilian	animal
caecilian	organism
scatterbrain	simpleton
lass	girl
ibis	ibis
bidder	bidder
whitebait	young
whitebait	animal
harpy	placental
harpy	mammal
harpy	vertebrate
harpy	chordate
opah	fish
opah	vertebrate
opah	chordate
opah	animal
muishond	person
muishond	organism
plum-yew	person
plum-yew	organism
messiah	messiah
messiah	savior
messiah	benefactor
electrician	electrician
serotine	placental
serotine	mammal
serotine	vertebrate
serotine	chordate
serotine	animal
serotine	organism
gadfly	fly
gadfly	insect
gadfly	arthropod
gadfly	invertebrate
sauropod	diapsid
sauropod	reptile
sauropod	vertebrate
sauropod	chordate
sauropod	animal
mink	carnivore
mink	predator
hollyhock	shrub
hollyhock	plant
hollyhock	actor
hollyhock	performer
hollyhock	entertainer
steelmaker	maker
steelmaker	creator
lender	lender
patroller	defender
patroller	preserver
patroller	cook
yellowlegs	bird
yellowlegs	vertebrate
yellowlegs	chordate
Scout	Scout
progymnosperm	person
progymnosperm	organism
invalidator	worker
invalidator	person
invalidator	organism
cusk-eel	vertebrate
cusk-eel	chordate
cusk-eel	animal
cusk-eel	organism
squirrel	squirrel
squirrel	rodent
padauk	tree
padauk	plant
padauk	actor
padauk	performer
padauk	entertainer
hind	deer
hind	ruminant
racer	racer
hellbender	vertebrate
hellbender	chordate
hellbender	animal
cosmetologist	expert
puerpera	person
puerpera	organism
hostess	host
hostess	patron
abdicator	person
abdicator	organism
sesame	sesame
chuck-will's-widow	bird
chuck-will's-widow	vertebrate
chuck-will's-widow	chordate
chuck-will's-widow	animal
penologist	person
penologist	organism
hell-kite	person
hell-kite	organism
industrialist	businessman
industrialist	businessperson
industrialist	capitalist
industrialist	conservative
kanchil	animal
kanchil	organism
robin	robin
robin	thrush
amniote	vertebrate
amniote	chordate
amniote	animal
amniote	organism
garganey	bird
garganey	vertebrate
garganey	chordate
garganey	animal
moth	moth
timucu	organism
pensioner	beneficiary
pensioner	recipient
pensioner	acquirer
housemate	resident
housemate	inhabitant
woodsia	plant
woodsia	actor
woodsia	performer
woodsia	entertainer
barilla	herb
barilla	plant
barilla	actor
barilla	performer
barilla	entertainer
calamint	herb
calamint	plant
calamint	actor
calamint	performer
